Name,Twitter Handle,Total Tweets,Total Retweets,Total followings,Total Followers,User Id,User Verified,User Location,Date of tweet,Tweet id,Tweet Text,Tweet Retweet Status,Tweet Reply To Id
DJ VERY legal teens,juiceyyy_j,9163,35,279,321,381569412,FALSE,419-513,07-04-16 8:26,7.17992E+17,RT @PizzaPartyBen Helo @realDonaldTrump can first time voter get a retweet on this video me and my mom made for you https//tco/u4k4SDTuzy,FALSE,
It's Jesssssssi!!!,jessiblues,75,0,25,29,368056440,FALSE,sdsu,07-04-16 8:26,7.17992E+17,https//tco/fLhkVDFA0m @realDonaldTrump you have 90 days to reproduce these in the United States if you want to become president,FALSE,
WolfNW,WolfNW,98613,12,1845,1452,245688940,FALSE,,07-04-16 8:26,7.17992E+17,RT @KGBforTrump Damn you Wisconsin You embarrassed your Premier @realDonaldTrump KGB will waterboard GB Packers tonight Your fault ,FALSE,
Lynette cleveland,lynette_clevela,262,0,161,74,1046893267,FALSE,,07-04-16 8:26,7.17992E+17,@RockyZach @realDonaldTrump how is my birdie today,FALSE,1214119292
Marsha Davis,davis_levin,8555,324,1177,661,827214126,FALSE,,07-04-16 8:26,7.17992E+17,RT @DiamondandSilk @MichaelCohen212 thanks for keeping the media straight about @realDonaldTrump because they have been getting it twiste,FALSE,
bobby,Bcastillo40,960,2147,129,105,126742743,FALSE,,07-04-16 8:26,7.17992E+17,RT @DonaldTrumpLA Lindsey Graham said @realDonaldTrump is killing the republican party Retweet if you think Lindsey is a DUMBASS http/,FALSE,
Bob Critchley,CritchleyBob,56724,2,428,894,3178690927,FALSE,"Perth, Western Australia",07-04-16 8:26,7.17992E+17,RT @tyIorswlft13 @realDonaldTrump This is why nobody should eat McDonalds https//tco/T6iJ3zLpO8,FALSE,
Perry Burd,BurdPerry,17191,819,121,473,3207820942,FALSE,"San Antonio, TX",07-04-16 8:26,7.17992E+17,RT @KatrinaPierson With 92 million Americans jobless the only color that matters is GREEN @realDonaldTrump will be the best jobs preside,FALSE,
pat.rod,rodilosso_patty,39226,2,719,791,3435638633,FALSE,,07-04-16 8:26,7.17992E+17,RT @dragonian3333 #TrumpTrain DELEGATES MUST BE REPUBLICANS If u r not a delegate &ampvoted already 4 @realDonaldTrump how abt say bye htt,FALSE,
Bernard Rivera,BernardRivera54,182,0,32,8,4646472073,FALSE,"Pahrump, NV",07-04-16 8:26,7.17992E+17,@realDonaldTrump New York is like Hawaii Ethnically diverse But ready to embrace right People need to win over money Pc be damned,FALSE,25073877
Zna Trainer,ZnaTrainer,258267,634,43919,44908,13817822,FALSE,,07-04-16 8:26,7.17992E+17,RT @MaeveReston The Boca flyover @realDonaldTrump circles venue in his chopper to the theme song from the movie Air Force One https//,FALSE,
james cobb,jimmycobb91,927,3,134,133,7.05445E+17,FALSE,,07-04-16 8:26,7.17992E+17,RT @KayAdamsB @realDonaldTrump @DonaldJTrumpJr @EricTrump Tending Donald Trump w/ 213000 tweets#TrumpArmy #WomenForTrump https//,FALSE,
Bob Critchley,CritchleyBob,56724,2086,428,894,3178690927,FALSE,"Perth, Western Australia",07-04-16 8:26,7.17992E+17,RT @realDonaldTrump I was not scheduled to be on the @oreillyfactor Pure fiction,FALSE,
Jan,JanEarolyn,11003,92,2681,2358,1840174130,FALSE,,07-04-16 8:26,7.17992E+17,RT @RogerJStoneJr I talked with my favorite radio talker @DanaTheBlaze about @realDonaldTrump and @tedcruz https//tco/6UKrPPBdY9 https,FALSE,
Jim Hawkins,jimdwrench,156055,1166,9376,9587,373331421,FALSE,United States,07-04-16 8:26,7.17992E+17,RT @Lrihendry Intelligent Business women for TRUMP #Women4Trump @realDonaldTrump @ChristiChat @LindaSuhler @steph93065 @KamVTV https//t,FALSE,
Poppa J..,JasonDu70557346,1006,0,62,27,4336875553,FALSE,"Los Angeles, CA",07-04-16 8:26,7.17992E+17,@realDonaldTrump didnt collapse from planes hitting them I work construction Planes would ve needed to hit at the bottom,FALSE,25073877
ablebody harps,ablebody4,22881,41,2279,1818,3311054952,FALSE,,07-04-16 8:26,7.17992E+17,RT @Trump_Support @realDonaldTrump you have to NEGOTIATE the best deals of your life Your ART of the DEAL has never been more important,FALSE,
Johnna Beuerlein,fcwic1,42737,2,2659,2337,1520617003,FALSE,,07-04-16 8:26,7.17992E+17,RT @dragonian3333 #TrumpTrain DELEGATES MUST BE REPUBLICANS If u r not a delegate &ampvoted already 4 @realDonaldTrump how abt say bye htt,FALSE,
Lynette cleveland,lynette_clevela,262,10,161,74,1046893267,FALSE,,07-04-16 8:26,7.17992E+17,RT @RockyZach Welcome to new york and new jersey tedplaces where familys are close and enemies are in the hudson @realDonaldTrump https//,FALSE,
TGbTG,swiftlyreloaded,3152,5224,94,133,602848144,FALSE,,07-04-16 8:26,7.17992E+17,RT @realDonaldTrump Unbelievable evening Just made a speech in front 17000 amazing New Yorkers in Bethpage Long Island great to be h,FALSE,
Richard King,_Richard_A_King,11560,164,57,482,202750031,FALSE,,07-04-16 8:26,7.17992E+17,RT @RogerJStoneJr #CNN finally admits I renounced violence in delegate protests #YUGE #StopTheSteal from @realDonaldTrump July 1821 https,FALSE,
Backwoods Legit,Bama_Redneck80,241830,5224,9172,8422,40979332,FALSE,from the South.,07-04-16 8:26,7.17992E+17,RT @realDonaldTrump Unbelievable evening Just made a speech in front 17000 amazing New Yorkers in Bethpage Long Island great to be h,FALSE,
pat.rod,rodilosso_patty,39226,2,719,791,3435638633,FALSE,,07-04-16 8:26,7.17992E+17,RT @come2vegas @realDonaldTrump @DanScavinoReince IF YOU DONT LIKE THE PARTY THEN SIT DOWN THE PARTY IS CHOOSING A NOMINEEhttps//t,FALSE,
AllAboutTruth,NoMorePolitical,4121,0,16,73,4855679640,FALSE,United States,07-04-16 8:26,7.17992E+17,@LouDobbs @realDonaldTrump Yourguests slam Trump for a lack of ground game constantly Rollins says it each week Wrong,FALSE,26487169
Renegade Cowboy ⚓️,Rene_gadeCowboy,311917,206,6165,14045,21155483,FALSE,langley ,07-04-16 8:26,7.17992E+17,RT @rickwtyler The @realDonaldTrump announces that hes keeping Common Core https//tco/Z8OweizJGQ,FALSE,
Trumplican,Tea4Freedom,95837,8,5064,7802,63843485,FALSE,"Trumpville, USA",07-04-16 8:25,7.17992E+17,RT @SteveSGoddard @realDonaldTrump wants to keep these people out of the UShttps//tco/BbOKtlMPdw https//tco/PnJQWXGQrl,FALSE,
YouxiaCruz #CruzCrew,Youxia88,254640,206,2922,4530,167862232,FALSE,"Riverbanks Zoo, Columbia, SC",07-04-16 8:25,7.17992E+17,RT @rickwtyler The @realDonaldTrump announces that hes keeping Common Core https//tco/Z8OweizJGQ,FALSE,
swissQ,luzern1swiss,3323,0,418,95,1627365506,FALSE,,07-04-16 8:25,7.17992E+17,@tedcruz @realDonaldTrump DNLD quotes this very well in a poem applied to illegal immigrants incldg CRUDDY Cruz https//tco/jyJXAzxprv,FALSE,23022687
Bryan Pereira,Bumbs251,1205,2086,93,41,3392052059,FALSE,,07-04-16 8:25,7.17992E+17,RT @realDonaldTrump I was not scheduled to be on the @oreillyfactor Pure fiction,FALSE,
Bryan Pereira,Bumbs251,1205,781,93,41,3392052059,FALSE,,07-04-16 8:25,7.17992E+17,RT @DiamondandSilk A @realDonaldTrump Rally is the Greatest Paid Agitators Showing up 2 B Disruptive Hes not even President yet &amp hes,FALSE,
TheAwkwardRepublican,TheAwkwardGOP,14296,2,5842,5312,7.0452E+17,FALSE,USA,07-04-16 8:25,7.17992E+17,RT @CamillaArthur Humanity strikes back @realDonaldTrump Join #WorldToTrump open letter thats sweeping the planet #Trump https//tco/RE,FALSE,
RMO for TRUMP!!,BlueSkyNJ,27346,89,2553,2686,48105920,FALSE,"New Jersey, USA",07-04-16 8:25,7.17992E+17,RT @Veteran4Trump @AdBell45 @realDonaldTrump Thank You for your Service Soldier and Welcome aboard the Trump Train Oooohhrraaa #Vets4T,FALSE,
"Annie Prochera, M.D.",OffTheMenu67,4192,0,192,437,276389757,FALSE,San Diego.CA (Libtard Central),07-04-16 8:25,7.17992E+17,@MichelleFields U ignored SSrequest pushed thruSS &amp reached4 @realDonaldTrumpVIDEO PROOF whichU assumed didnt exist UNeed psych consult,FALSE,122226401
PAforTRUMP,PA_for_Trump,517,320,63,71,7.07781E+17,FALSE,"Shaler Township, PA",07-04-16 8:25,7.17992E+17,RT @PJStrikeForce WE STAND W/ #BikersForTrump #Wisconsin #KickStandsUp@realDonaldTrump#Trump2016 #TrumpTrain https//tco,FALSE,
Bryan Pereira,Bumbs251,1205,2971,93,41,3392052059,FALSE,,07-04-16 8:25,7.17992E+17,RT @realDonaldTrump #MakeAmericaGreatAgain #Trump2016 https//tco/hjygbNsxee,FALSE,
Stark Raving,StarkRaving1,34897,63,1454,1415,815174527,FALSE,,07-04-16 8:25,7.17992E+17,RT @healthandcents @realDonaldTrump gets it #NewYorkValues brought us out of the rubble of 911#NeverForget#Trump2016#NY #PA ht,FALSE,
Carol,carolannzito,1090,61,38,48,4851457765,FALSE,,07-04-16 8:25,7.17992E+17,RT @RogerJStoneJr NOW I join @MalzbergShow at 7pm to talk @realDonaldTrump EST Direct TV #349 Dish #223 Verizon /Fios #115 #Yuge,FALSE,
Mika for Trump,TrumpRoyalty,14501,19,19,457,3310078298,FALSE,"New York, NY",07-04-16 8:25,7.17992E+17,RT @trump_world Based on Current Situation&gt Even winning Wi Cruz Will Be Knocked Out of Race By April 26th @realDonaldTrump https//tco/,FALSE,
Zna Trainer,ZnaTrainer,258267,25271,43919,44908,13817822,FALSE,,07-04-16 8:25,7.17992E+17,RT @realDonaldTrump The organized group of people many of them thugs who shut down our First Amendment rights in Chicago have totally e,FALSE,
Patrick Seers,patseers,45157,2971,527,1005,416233613,FALSE,"Kuala Lumpur Federal Territory, Malaysia",07-04-16 8:25,7.17992E+17,RT @realDonaldTrump #MakeAmericaGreatAgain #Trump2016 https//tco/hjygbNsxee,FALSE,
TrumpSquad,xxxYnotxxx,914,2971,73,102,2907006339,FALSE,United States,07-04-16 8:25,7.17992E+17,RT @realDonaldTrump #MakeAmericaGreatAgain #Trump2016 https//tco/hjygbNsxee,FALSE,
LUPITA❗️,mostwiselatina2,7110,0,144,151,1281840253,FALSE,,07-04-16 8:25,7.17992E+17,West Hollywood Mayor to Donald Trump Stay out https//tco/j4yGsBKiXFBRAVO Keep that negativity and paranoia of @realdonaldtrump OUT,FALSE,
Marsha Davis,davis_levin,8555,440,1177,661,827214126,FALSE,,07-04-16 8:25,7.17992E+17,RT @DanScavino @IvankaTrump introduces her father @realDonaldTrump at Grumman Studios in Bethpage Long Island #Trump2016 https//tco,FALSE,
Luna the Dog,lunaawesomedog,127,1,40,12,7.17445E+17,FALSE,,07-04-16 8:25,7.17992E+17,RT @Smatt1 @realDonaldTrump New York State the North East and America has better values than what Ted Cruz will ever have Vote TRUMP ,FALSE,
Open Letter,OpnLttr,8992,2,221,5363,778058592,FALSE,London,07-04-16 8:25,7.17992E+17,RT @CamillaArthur Humanity strikes back @realDonaldTrump Join #WorldToTrump open letter thats sweeping the planet #Trump https//tco/RE,FALSE,
apgovea123@gmail.com,apgovea1,3068,2971,2,78,3589291153,FALSE,"Oregon, USA",07-04-16 8:25,7.17992E+17,RT @realDonaldTrump #MakeAmericaGreatAgain #Trump2016 https//tco/hjygbNsxee,FALSE,
Trump Fix,TrumpFix,28412,41,5085,5012,3452957836,FALSE,Deep South!,07-04-16 8:25,7.17992E+17,RT @Trump_Support @realDonaldTrump you have to NEGOTIATE the best deals of your life Your ART of the DEAL has never been more important,FALSE,
slap dat,iAlrehaily,365,39,275,18,762639714,FALSE,,07-04-16 8:25,7.17992E+17,RT @Posh_flygirl @CNN @realDonaldTrump that is a good analysis for U &amp you told that store well thats what ppl will say if u get in offic,FALSE,
Chris Doyal,Doyal1Chris,737,5224,52,28,7.04183E+17,FALSE,United States,07-04-16 8:25,7.17992E+17,RT @realDonaldTrump Unbelievable evening Just made a speech in front 17000 amazing New Yorkers in Bethpage Long Island great to be h,FALSE,
Zna Trainer,ZnaTrainer,258267,747,43919,44908,13817822,FALSE,,07-04-16 8:25,7.17992E+17,RT @Jmrhosborne Breaking news Governor Ralph DLG Torres from the Commonwealth of Northern Mariana Islands just endorsed @realDonaldTrum,FALSE,
jim johnston,newfyman2000,1722,0,579,145,217762953,FALSE,"St. John's, NL canada",07-04-16 8:25,7.17992E+17,@realDonaldTrump tell us what groups you support in NY City,FALSE,25073877
Freedom's Fire,Wombat66614,13719,0,6222,5812,69800408,FALSE,inferno,07-04-16 8:25,7.17992E+17,@realDonaldTrump @YngConsrvatvGrl @oreillyfactor why do you lie so much #lyinDon,FALSE,25073877
Cyn,aautomo884,1163,8,101,65,35764859,FALSE,USA,07-04-16 8:24,7.17992E+17,RT @politico @realDonaldTrumps campaign is trying out a new attack line against @tedcruz https//tco/cc8TI4VNiK AP Photo https//tco,FALSE,
Brian,b13853s,14363,44,656,556,4921315393,FALSE,,07-04-16 8:24,7.17992E+17,RT @realDenaldTrump I wasnt scheduled to be on @oreillyfactor Pure fiction I was told I might be asked POLICY QsThats how I lost Wisco,FALSE,
Mika for Trump,TrumpRoyalty,14501,51,19,457,3310078298,FALSE,"New York, NY",07-04-16 8:24,7.17992E+17,RT @mbbeachgirll Wld u sign a loyalty pledge 2 wlk frm GOP if nomination is STOLEN from @realDonaldTrump @ caucus #TwitterPoll RT,FALSE,
Audrey Davis,AudreyInBigD,7459,86,666,587,187556572,FALSE,Dallas,07-04-16 8:24,7.17992E+17,RT @KeithOlbermann And hes still more popular than @RealDonaldTrump RT @richarddeitsch Here is the Thursday front page of @NYDailyNews ht,FALSE,
Robert W. Smatt,Smatt1,538,1,366,69,49335376,FALSE,"Miami, Florida",07-04-16 8:24,7.17991E+17,@realDonaldTrump New York State the North East and America has better values than what Ted Cruz will ever have Vote TRUMP ,FALSE,25073877
Carlos A. Rodriguez,adamprotocols,83,790,30,34,7.1104E+17,FALSE,,07-04-16 8:24,7.17991E+17,RT @benshapiro @realdonaldtrump releases Wisconsin primary statement https//tco/I0FN1sI1SD,FALSE,
AV's Urban News,angelicvh,17429,0,793,192,234049568,FALSE,California,07-04-16 8:24,7.17991E+17,@realDonaldTrump Have you guys seen this Where is Roger Stone https//tco/HnxWubPxmr,FALSE,25073877
Mark Williams,Mark_Asht0n,1360,440,7,41,7.01536E+17,FALSE,,07-04-16 8:24,7.17991E+17,RT @DanScavino @IvankaTrump introduces her father @realDonaldTrump at Grumman Studios in Bethpage Long Island #Trump2016 https//tco,FALSE,
Joanne Y,joanney314,616,78,225,109,789498620,FALSE,Georgia,07-04-16 8:24,7.17991E+17,RT @AmyMek These are my people @realDonaldTrumps homecoming is YUGE 10K New Yorkers jam into a hangar 2 hear Mr Trump https//tco,FALSE,
Длугач,59d7f4815cba4a6,5753,0,436,437,2948381194,FALSE,Memphis,07-04-16 8:24,7.17991E+17,@SenatorRonbo @Thomas1774Paine @realDonaldTrump Iowa Wisconsin Oklahoma Kansas corn fed stooges And only about 1/3 vote in caucuses,FALSE,27897429
DAWN,annod1972,1658,0,97,192,1070346631,FALSE,Israel/PHL,07-04-16 8:24,7.17991E+17,@EWErickson a few more months &amp youll see the result Youll eat your words @realDonaldTrump will win #VoteTrump2016 #MakeAmericaGreatAgain,FALSE,640893
Every Trump Donor,EveryTrumpDonor,3793,0,3,139,4428601403,FALSE,,07-04-16 8:24,7.17991E+17,Im Penny Foelschow I gave 250 to @realDonaldTrump I live in Clovis CA Im retired https//tco/k2VdytFB2F,FALSE,
Poppa J..,JasonDu70557346,1006,0,62,27,4336875553,FALSE,"Los Angeles, CA",07-04-16 8:24,7.17991E+17,@realDonaldTrump wanna wake some snakes Don wanna get some votesThreaten to Expose truths about 911 once youre in office Those buildings,FALSE,25073877
gaetano dattoli,Gd7Gdattoli,3,0,9,0,7.17453E+17,FALSE,,07-04-16 8:24,7.17991E+17,@realDonaldTrump cornutocornutocornutocornuto col parrucchinocornuto con la testa di cazzoanke cornuto ignorante cm un bue,FALSE,25073877
Brian,b13853s,14363,39,656,556,4921315393,FALSE,,07-04-16 8:24,7.17991E+17,RT @realDenaldTrump @tweetypiewati I say the most ridiculously idiotic things &amp ppl still confuse me for clown @realDonaldTrump Maybe th,FALSE,
MMA Indepth,MMAIndepth,33484,433,0,23591,4440459684,FALSE,,07-04-16 8:24,7.17991E+17,RT @Campaign_Trump @realDonaldTrump will be the best president for our economic challenges today World leaders will respect him https/,FALSE,
Lead Soldier,DocPencil,3802,0,412,103,75146356,FALSE," Ontario, Canada",07-04-16 8:24,7.17991E+17,@Nero @realDonaldTrump The Emphair Strikes Back,FALSE,6160792
PAforTRUMP,PA_for_Trump,517,0,63,71,7.07781E+17,FALSE,"Shaler Township, PA",07-04-16 8:24,7.17991E+17,@Conservative_VW @KDScioscia awesome @realDonaldTrump @superlioness1 @ThePatriot143,FALSE,346924655
Richard King,_Richard_A_King,11560,38,57,482,202750031,FALSE,,07-04-16 8:24,7.17991E+17,RT @trump_world New Quinnipiac poll @realDonaldTrump leading Pennsylvania Trump 39 Cruz 30 #MakeAmericaGreatAgain https//tco/69ObWYq,FALSE,
JESUS IS LORD❕❕❕,ZephaniahWeeks,744,5224,167,90,3316402416,FALSE,,07-04-16 8:24,7.17991E+17,RT @realDonaldTrump Unbelievable evening Just made a speech in front 17000 amazing New Yorkers in Bethpage Long Island great to be h,FALSE,
arembooks,arembooks,30336,1,659,760,1632334700,FALSE,Paris,07-04-16 8:24,7.17991E+17,RT @Andr6wMale Every mention of @realDonaldTrump in literature and biography is a detail of loss ruin and decline #Blackwood https//t,FALSE,
Robyn,rossr122,42811,4,1380,2523,561614650,FALSE,"Michigan, USA",07-04-16 8:24,7.17991E+17,RT @trump_world NEW YORK @realDonaldTrump #MakeAmericaGreatAgain #Trump2016 17K Beautiful https//tco/jHAprkZei9,FALSE,
William Eckhardt jr,1982Ironhead,954,3,428,151,143645129,FALSE,,07-04-16 8:24,7.17991E+17,RT @ConradCortez @Pudingtane @realDonaldTrump @RealAlexJones @RogerJStoneJr @BillPeriman @marymauldin @Campaign_Trump @ElianaBenador https,FALSE,
Gilbert,Pineda72Pineda,3585,142,264,280,2481322795,FALSE,,07-04-16 8:24,7.17991E+17,RT @camefromempires @realDonaldTrump When putting America first becomes controversial you know theres something wrong Go Trump https/,FALSE,
Arnau Lobo,ArnauLobo,1747,0,196,387,704639655,FALSE,Barcelona,07-04-16 8:24,7.17991E+17,La humanidad contraataca a #Trump @realDonaldTrump nete ya a la carta abierta que est dando la vuelta al mundo https//tco/bWDBZaV5N2,FALSE,
Zna Trainer,ZnaTrainer,258267,307,43919,44908,13817822,FALSE,,07-04-16 8:24,7.17991E+17,RT @KathleenWalter_ @realDonaldTrump explains success in Mississippi and Michigan they like me @CBS12 https//tco/iG4ouCJ91u,FALSE,
Lady MAGA ~Bethany,thetimewasthen,12496,0,1777,1452,3682896378,FALSE,"Trump, GA",07-04-16 8:24,7.17991E+17,@tedcruz CONNECTS @realDonaldTrump TO BLAGONews flash Teddy THAT ELECTION HAPPENED https//tco/xiA6aLmZx2,FALSE,23022687
joe,Fdsa4Joe,627,0,179,33,7.14086E+17,FALSE,,07-04-16 8:24,7.17991E+17,@realDonaldTrump @Fox5Teresa trump should build a wall in his rallies,FALSE,25073877
American Truth,truth_american,27898,0,4113,3556,1226500387,FALSE,,07-04-16 8:23,7.17991E+17,@realDonaldTrump MURDOCK ON BOARD OF AMERICA OPEN BORDERS Kelly sold out https//tco/nkm0ZtXBZV,FALSE,25073877
Timm,timmridgeway,14803,8,419,138,1901735065,FALSE,"Roanoke, Virginia",07-04-16 8:23,7.17991E+17,RT @SteveSGoddard @realDonaldTrump wants to keep these people out of the UShttps//tco/BbOKtlMPdw https//tco/PnJQWXGQrl,FALSE,
FNP-Girl,FNPgirl78,701,0,115,47,417102979,FALSE,,07-04-16 8:23,7.17991E+17,@stuartpstevens @realDonaldTrump @TheDailyShow does anybody wonder where that daughter is now Not mentioned ever not campaigning,FALSE,1543986138
ben chesterman,coopsnz11,326,0,102,9,2509080792,FALSE,,07-04-16 8:23,7.17991E+17,@realDonaldTrump Im not American but left government have fuck Australia,FALSE,25073877
Zna Trainer,ZnaTrainer,258267,1477,43919,44908,13817822,FALSE,,07-04-16 8:23,7.17991E+17,RT @DanScavino Amazes me how MSM shows protestors @realDonaldTrumps rallies w/ 20000 attendees NEVER see Rubios small rallies https,FALSE,
John Jr,smit_jjc,6323,440,68,187,4354651457,FALSE,"New York, USA",07-04-16 8:23,7.17991E+17,RT @DanScavino @IvankaTrump introduces her father @realDonaldTrump at Grumman Studios in Bethpage Long Island #Trump2016 https//tco,FALSE,
royalista joe,royalistajoe,5128,0,218,84,3129053406,FALSE,"Pasay City, Philippines",07-04-16 8:23,7.17991E+17,Government seeks to limit questions in Clinton email case https//tco/a1tBpjDqS1 @realDonaldTrump @truckers4trump @TRUMP_PREZ @cciedotnyc,FALSE,
foxcnn,darby_bartley,3623,0,171,83,3046840980,FALSE,"Florida, Puerto Rico",07-04-16 8:23,7.17991E+17,@Shelly4Trump @tedcruz @realDonaldTrump Ted Cruz gave us Obamacare https//tco/iRZV8YbQiV via @bi_politics,FALSE,4729366201
Carol,carolannzito,1090,8,38,48,4851457765,FALSE,,07-04-16 8:23,7.17991E+17,RT @SpreadButter ITS REFRESHING HAVING A PRESIDENTIAL CANDIDATE WHO REFUSES TO USE A TELEPROMPTER a script @realDonaldTrump @TeamCavuto,FALSE,
Richard King,_Richard_A_King,11560,939,57,482,202750031,FALSE,,07-04-16 8:23,7.17991E+17,RT @DanScavino @realDonaldTrump &amp #Trump2016 are back in New York with familyWhat a WELCOME HOME #NewYork4Trump #LYINted https//tco/,FALSE,
John Truth,py2ndtruth,1023,0,21,14,7.05737E+17,FALSE,United States,07-04-16 8:23,7.17991E+17,@foxnation @THEHermanCain @realDonaldTrump The Media is serving up the Kool Aid Herman and his analogies entertaining And correct,FALSE,37764422
The Thin Blue Line,zazzlecop,20921,23,1531,1820,136960509,FALSE,United States of America,07-04-16 8:23,7.17991E+17,RT @adjunctprofessr Trump loves America Hell work for YOUWe are his warriors We battle for Trump@realDonaldTrump @harrisonchief ht,FALSE,
Glen St. James,GlenStJames,483,551,143,65,17861740,FALSE,,07-04-16 8:23,7.17991E+17,RT @DanScavino #TrumpTrainNEW YORKDeparting for Bethpage Long Island@realDonaldTrump #Instagramhttps//tco/bPTwQkZUjK https/,FALSE,
Gianfranco Guidi,GianfrancoGuidi,6806,0,73,59,416372395,FALSE,,07-04-16 8:23,7.17991E+17,Terra chiama #Trump lettera aperta dai cittadini di tutto il mondo Firma anche tu #MessageToTrump @realDonaldTrump https//tco/DOn5zgmwbB,FALSE,
American Son,ProudAmrcnSon,2811,8,236,243,3020550126,FALSE,"Florida, USA",07-04-16 8:23,7.17991E+17,RT @SpreadButter ITS REFRESHING HAVING A PRESIDENTIAL CANDIDATE WHO REFUSES TO USE A TELEPROMPTER a script @realDonaldTrump @TeamCavuto,FALSE,
Chris-blue,Doomsdays64,797,2971,384,177,3113635870,FALSE,,07-04-16 8:23,7.17991E+17,RT @realDonaldTrump #MakeAmericaGreatAgain #Trump2016 https//tco/hjygbNsxee,FALSE,
Ellen Th,damascusblue,4906,0,2264,768,29030241,FALSE,,07-04-16 8:23,7.17991E+17,@greta @AriFleischer @realDonaldTrump @FoxNews What would remain of his campaign#Notexactlyapolicyexpert#Thrivesonnegativity,FALSE,16031927
PAforTRUMP,PA_for_Trump,517,3,63,71,7.07781E+17,FALSE,"Shaler Township, PA",07-04-16 8:23,7.17991E+17,RT @SenatorRonbo @realDonaldTrump @McLonergan One of my favorite moments in Bethpage was when they were playing #Winning http,FALSE,
Don Knight,dknight716,27510,118,883,804,485561695,FALSE,"Fallon, NV",07-04-16 8:23,7.17991E+17,RT @realDenaldTrump So great to be back home Wisconsin was a total DISASTER Looking forward to perform just as well in NY @realDonaldTr,FALSE,
Mathieu,ItsAtrap420,18233,5224,409,109,919773474,FALSE,,07-04-16 8:23,7.17991E+17,RT @realDonaldTrump Unbelievable evening Just made a speech in front 17000 amazing New Yorkers in Bethpage Long Island great to be h,FALSE,
PAforTRUMP,PA_for_Trump,517,5224,63,71,7.07781E+17,FALSE,"Shaler Township, PA",07-04-16 8:22,7.17991E+17,RT @realDonaldTrump Unbelievable evening Just made a speech in front 17000 amazing New Yorkers in Bethpage Long Island great to be h,FALSE,
Fran Sylvia Bayuk,sylly62,186,65,86,35,4113483455,FALSE,,07-04-16 8:22,7.17991E+17,RT @sandyleevincent @realDonaldTrump New York is on the Trump Train https//tco/cfvZOdkXRa,FALSE,
Gilbert,Pineda72Pineda,3585,2086,264,280,2481322795,FALSE,,07-04-16 8:22,7.17991E+17,RT @realDonaldTrump I was not scheduled to be on the @oreillyfactor Pure fiction,FALSE,
Dan Wesonig,weson33,580,0,67,37,1229141358,FALSE,"Family Man, Johnson County Ks.",07-04-16 8:22,7.17991E+17,@realDonaldTrump 8 years ago @HillaryClinton she would be their to save you,FALSE,1229141358
OKC Loser,LifeJourneyOKC,572,6,531,399,33320007,FALSE,Oklahoma City,07-04-16 8:22,7.17991E+17,RT @risetoflyy @Reince @georgesoros @MichaelCohen212 @realDonaldTrump REINCE GEORGE WTF FRAUD YOU WILL ROT IN JAIL https//tc,FALSE,
FNP-Girl,FNPgirl78,701,0,115,47,417102979,FALSE,,07-04-16 8:22,7.17991E+17,@stuartpstevens @realDonaldTrump @TheDailyShow a very SICK MAN,FALSE,1543986138
βrent,brentavious_,49969,2971,91,516,1017801294,FALSE,ABAC,07-04-16 8:22,7.17991E+17,RT @realDonaldTrump #MakeAmericaGreatAgain #Trump2016 https//tco/hjygbNsxee,FALSE,
Richard King,_Richard_A_King,11560,324,57,482,202750031,FALSE,,07-04-16 8:22,7.17991E+17,RT @RogerJStoneJr Help Us Stop The Steal https//tco/z2CmrauIXY #Cleveland @realDonaldTrump https//tco/S0SDncQgll,FALSE,
Gilbert,Pineda72Pineda,3585,5224,264,280,2481322795,FALSE,,07-04-16 8:22,7.17991E+17,RT @realDonaldTrump Unbelievable evening Just made a speech in front 17000 amazing New Yorkers in Bethpage Long Island great to be h,FALSE,
Richard King,_Richard_A_King,11560,65,57,482,202750031,FALSE,,07-04-16 8:22,7.17991E+17,RT @Writeintrump No more primaries lets just elect the candidate with the hottest daughter #IvankaTrump @realDonaldTrump https//tco/,FALSE,
Gilbert,Pineda72Pineda,3585,2971,264,280,2481322795,FALSE,,07-04-16 8:22,7.17991E+17,RT @realDonaldTrump #MakeAmericaGreatAgain #Trump2016 https//tco/hjygbNsxee,FALSE,
californiagirl*10,natashalarebel,10013,7,15,828,125406318,FALSE,"Las Vegas, NV Hometown LA, CA",07-04-16 8:22,7.17991E+17,RT @clasimpmv @realDonaldTrump https//tco/3rnc5NuLog,FALSE,
Rodney Graef,rtmas1102,13849,5,329,414,3591954738,FALSE,,07-04-16 8:22,7.17991E+17,RT @VickyBrush I do not vote for anyone who blatantly lies practices #VoterFraud and/or indulges in extra marital affairs @endres24 @rea,FALSE,
Judy Shwabe,judy_shwabe,16876,5,1646,1307,4223772134,FALSE,,07-04-16 8:22,7.17991E+17,RT @ColumbiaBugle @realDonaldTrump Ted Cruz is coming for you in #NewYorkPrimary @tedcruz #CruzCrew #CruzToVictory #WisconsinPrimary http,FALSE,
Mika for Trump,TrumpRoyalty,14501,72,19,457,3310078298,FALSE,"New York, NY",07-04-16 8:22,7.17991E+17,RT @joehos18 The problem we have is @realDonaldTrump supporters dont support each other When a supporter tweets something there should b,FALSE,
